date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Relative humidity (%),Power (MW)
2019/1/5 11:45,666,63,221,-9.2,918.8,46.4,30.51
2019/1/5 12:00,701,59,251,-9.6,918.8,45,31.72
2019/1/5 12:15,788,58,298,-9.3,919,44.4,34.18
2019/1/5 12:30,796,50,311,-9,918.9,44,35.31
2019/1/5 12:45,832,46,333,-8.3,919,42.8,36.45
2019/1/5 13:00,848,40,348,-8.4,919,42.9,37.14
2019/1/5 13:15,861,35,360,-7.3,918.9,40.2,37.62
2019/1/5 13:30,868,31,375,-7.5,918.8,40.5,37.7
2019/1/5 13:45,872,27,418,-7.6,918.8,41,37.46
2019/1/5 14:00,867,25,404,-7.2,918.8,38.9,37.43
2019/1/5 14:15,849,20,356,-6.1,918.7,36.6,36.88
2019/1/5 14:30,814,17,335,-5.3,918.7,36.1,36.21
2019/1/5 14:45,795,17,320,-5.1,918.5,35,35.41
2019/1/5 15:00,764,18,299,-5.8,918.3,35.1,34.34
2019/1/5 15:15,722,16,272,-5.4,918.2,35.1,32.99
2019/1/5 15:30,686,15,246,-5.4,918.3,35.9,31.28
2019/1/5 15:45,641,15,217,-5.1,918.4,35.1,28.95
2019/1/5 16:00,598,15,189,-5.7,918.6,35.9,26.36
2019/1/5 16:15,545,14,159,-5.8,918.9,35.5,23.5
2019/1/5 16:30,489,12,131,-5.7,919,35.5,19.95
2019/1/5 16:45,432,13,107,-5.7,919.2,35.4,15.96
2019/1/5 17:00,356,11,84,-6,919.4,34.5,11.38
2019/1/5 17:15,279,10,66,-6.2,919.6,34,6.61
2019/1/5 17:30,187,8,44,-6.1,920,33.5,3.65
2019/1/5 17:45,96,6,26,-6.4,920.2,32.8,1.81
2019/1/5 18:00,31,3,14,-7.1,920.5,33.4,0.5
2019/1/5 18:15,6,1,3,-7.5,920.9,33.9,0
2019/1/5 18:30,0,1,0,-8.1,921.2,34.5,0
2019/1/5 18:45,0,1,0,-8.4,921.6,35.5,0
2019/1/5 19:00,0,0,0,-8.7,921.7,35.5,0
2019/1/5 19:15,0,0,0,-8.9,922,35.8,0
2019/1/5 19:30,0,1,0,-9.1,922.3,36.4,0
2019/1/5 19:45,0,1,0,-8.9,922.7,36.8,0
2019/1/5 20:00,0,0,0,-8.8,922.9,36.1,0
2019/1/5 20:15,0,1,0,-8.9,923,35.6,0
2019/1/5 20:30,0,0,0,-9.1,923.3,36.8,0
2019/1/5 20:45,0,0,0,-9.6,923.5,37.9,0
2019/1/5 21:00,0,1,0,-9.9,923.5,38.6,0
2019/1/5 21:15,0,1,0,-10.4,923.6,40.2,0
2019/1/5 21:30,0,0,0,-9.9,923.8,39.4,0
2019/1/5 21:45,0,1,0,-10.1,924,40.2,0
2019/1/5 22:00,0,0,0,-9.3,924.3,39.2,0
2019/1/5 22:15,0,1,0,-10,924.2,39.4,0
2019/1/5 22:30,0,0,0,-10.2,924.3,41.5,0
2019/1/5 22:45,0,1,0,-10.4,924.4,42.3,0
2019/1/5 23:00,0,0,0,-10.3,924.5,43.5,0
2019/1/5 23:15,0,0,0,-10.2,924.6,45,0
2019/1/5 23:30,0,0,0,-10.2,924.6,45.3,0
2019/1/5 23:45,0,0,0,-10.1,924.6,45.2,0
2019/1/6 0:00,0,0,0,-10.5,924.4,45.8,0
2019/1/6 0:15,0,0,0,-10.9,924.4,47.8,0
2019/1/6 0:30,0,1,0,-10.8,924.4,46.1,0
2019/1/6 0:45,0,1,0,-11.5,924.5,47.9,0
2019/1/6 1:00,0,0,0,-11.3,924.8,49.4,0
2019/1/6 1:15,0,1,0,-11.4,924.8,49.3,0
2019/1/6 1:30,0,0,0,-11.8,924.9,50.1,0
2019/1/6 1:45,0,0,0,-12,925,50.8,0
2019/1/6 2:00,0,0,0,-11.9,925.1,50.8,0
2019/1/6 2:15,0,0,0,-12,925.4,51.5,0
2019/1/6 2:30,0,0,0,-12.1,925.5,51.8,0
2019/1/6 2:45,0,0,0,-11.1,925.7,50.9,0
2019/1/6 3:00,0,0,0,-10.7,925.7,49.7,0
2019/1/6 3:15,0,0,0,-10.7,925.8,49.8,0
2019/1/6 3:30,0,0,0,-10.3,926.1,49.5,0
2019/1/6 3:45,0,0,0,-10,926.4,48.6,0
2019/1/6 4:00,0,1,0,-11.2,926.4,50.5,0
2019/1/6 4:15,0,0,0,-11,926.5,50.9,0
2019/1/6 4:30,0,0,0,-10.8,926.7,50.5,0
2019/1/6 4:45,0,0,0,-10.8,926.5,50.7,0
2019/1/6 5:00,0,0,0,-10.7,926.6,50.4,0
2019/1/6 5:15,0,0,0,-10.7,926.8,50.7,0
2019/1/6 5:30,0,0,0,-10.4,926.8,50.3,0
2019/1/6 5:45,0,0,0,-10.4,926.9,50.3,0
2019/1/6 6:00,0,0,0,-10.5,926.8,51,0
2019/1/6 6:15,0,0,0,-10.4,926.8,51.7,0
2019/1/6 6:30,0,0,0,-10.7,927.1,51.5,0
2019/1/6 6:45,0,0,0,-10.6,927.2,51.9,0
2019/1/6 7:00,0,1,0,-10.5,927.6,51.7,0
2019/1/6 7:15,0,0,0,-10.8,927.7,51.8,0
2019/1/6 7:30,0,0,0,-10.9,928,51.4,0
2019/1/6 7:45,0,0,0,-10.9,928.3,51,0
2019/1/6 8:00,0,0,0,-11,928.4,50.6,0
2019/1/6 8:15,0,1,0,-11.2,928.7,50.5,0
2019/1/6 8:30,0,0,0,-11,928.9,49.8,0
2019/1/6 8:45,0,0,0,-10.7,929,49.7,0
2019/1/6 9:00,1,0,0,-10.7,929.2,50.1,0
2019/1/6 9:15,11,1,6,-11.2,929.5,50.3,0.14
2019/1/6 9:30,43,10,16,-11.5,929.6,51.9,0.86
2019/1/6 9:45,62,9,28,-11.5,929.8,52.4,2.4
2019/1/6 10:00,230,52,52,-11.3,930,52.4,4.66
2019/1/6 10:15,268,58,61,-11.5,930.2,52.5,7.38
2019/1/6 10:30,326,59,85,-10.9,930.2,51.5,12.38
2019/1/6 10:45,414,55,112,-10.4,930,49.7,17.87
2019/1/6 11:00,546,69,144,-9.2,930.1,47.3,21.38
2019/1/6 11:15,500,58,141,-7.8,930,43.2,24.28
2019/1/6 11:30,614,68,184,-6.6,929.8,40,26.28
2019/1/6 11:45,607,59,196,-6,929.6,37.5,25.81
2019/1/6 12:00,696,63,235,-6.2,929.4,38.1,31.31
2019/1/6 12:15,741,62,258,-5.4,929.3,37.1,32.87
2019/1/6 12:30,793,57,292,-5,929.1,34.8,34.65
2019/1/6 12:45,856,54,328,-6.3,928.9,37.4,35.37
2019/1/6 13:00,856,45,336,-6.1,928.5,37.4,36.15
2019/1/6 13:15,837,40,333,-5.9,928.8,36.5,36.7
2019/1/6 13:30,863,35,357,-5.9,928.6,35.2,37.72
2019/1/6 13:45,886,32,411,-5.8,928.5,34.6,37.73
2019/1/6 14:00,879,27,394,-5.6,928.2,34.1,37.59
2019/1/6 14:15,855,25,340,-5.4,928,33.4,35.09
2019/1/6 14:30,831,18,326,-4.4,927.8,32.6,36.33
2019/1/6 14:45,800,18,307,-4.1,927.6,31.6,35.43
2019/1/6 15:00,769,16,285,-4,927.5,30.8,33.17
2019/1/6 15:15,722,15,262,-3.6,927.3,29.9,31.4
2019/1/6 15:30,703,15,242,-2.9,927.2,29,30.32
2019/1/6 15:45,623,15,201,-2.9,927,29.3,27.72
2019/1/6 16:00,587,16,178,-3.3,927,29.4,24.46
2019/1/6 16:15,534,14,149,-3.4,927.1,30.1,22.63
2019/1/6 16:30,462,11,119,-2.9,927.4,29.7,18.9
2019/1/6 16:45,377,11,92,-3.4,927.3,29.4,15.15
2019/1/6 17:00,329,10,75,-2.8,927.5,29.4,10.57
2019/1/6 17:15,195,8,51,-2.8,927.5,29.3,5.66
2019/1/6 17:30,195,8,46,-2.9,927.5,28.6,3.92
2019/1/6 17:45,109,5,31,-2.9,927.7,28.9,2.42
2019/1/6 18:00,52,4,15,-3.1,927.9,28.8,0.95
2019/1/6 18:15,9,1,4,-3.9,928.1,31,0.04
2019/1/6 18:30,0,1,0,-4.3,928.5,31.9,0
2019/1/6 18:45,0,1,0,-4.7,928.6,33.2,0
2019/1/6 19:00,0,0,0,-5.1,928.9,33.4,0
2019/1/6 19:15,0,2,0,-6.5,929.2,36.7,0
2019/1/6 19:30,0,1,0,-7.2,929.4,38.6,0
2019/1/6 19:45,0,0,0,-7.2,929.6,38.3,0
2019/1/6 20:00,0,0,0,-7.5,929.9,39.6,0
2019/1/6 20:15,0,0,0,-7.4,930.2,39.6,0
2019/1/6 20:30,0,1,0,-8,930.4,40.7,0
2019/1/6 20:45,0,1,0,-8.2,930.5,40.7,0
2019/1/6 21:00,0,0,0,-7.8,930.7,39.6,0
2019/1/6 21:15,0,0,0,-7.2,930.9,38,0
2019/1/6 21:30,0,1,0,-8,930.8,38.7,0
2019/1/6 21:45,0,0,0,-8.2,931,39.9,0
2019/1/6 22:00,0,0,0,-8.1,931.1,39.6,0
2019/1/6 22:15,0,1,0,-8.5,931,39.7,0
2019/1/6 22:30,0,1,0,-9.1,931,40.9,0
2019/1/6 22:45,0,0,0,-8.2,931.1,39.2,0
2019/1/6 23:00,0,1,0,-8.9,931,40,0
2019/1/6 23:15,0,1,0,-8.9,931.1,41.7,0
2019/1/6 23:30,0,1,0,-9.3,931.1,42.7,0
2019/1/6 23:45,0,1,0,-10,931,44.1,0
2019/1/7 0:00,0,1,0,-10.2,930.9,44.2,0
2019/1/7 0:15,0,1,0,-10.8,930.8,45.9,0
2019/1/7 0:30,0,1,0,-11.4,931,46.7,0
2019/1/7 0:45,0,0,0,-11.1,930.9,46.8,0
2019/1/7 1:00,0,1,0,-11.9,930.9,47.4,0
2019/1/7 1:15,0,0,0,-12,930.9,49.6,0
2019/1/7 1:30,0,0,0,-12.1,931,50.7,0
2019/1/7 1:45,0,1,0,-12.4,930.8,51.6,0
2019/1/7 2:00,0,0,0,-12,930.8,51.7,0
2019/1/7 2:15,0,0,0,-11.8,930.9,52.4,0
2019/1/7 2:30,0,1,0,-12.3,931.1,52.8,0
2019/1/7 2:45,0,1,0,-12.5,931.1,53.6,0
2019/1/7 3:00,0,1,0,-12.8,931.2,53.7,0
2019/1/7 3:15,0,0,0,-12.7,931.2,54.5,0
2019/1/7 3:30,0,0,0,-12.4,931,55.3,0
2019/1/7 3:45,0,0,0,-12.1,931.3,54.6,0
2019/1/7 4:00,0,0,0,-12.1,931.3,54.2,0
2019/1/7 4:15,0,0,0,-12.4,931.4,54.8,0
2019/1/7 4:30,0,0,0,-12.4,931.4,54.9,0
2019/1/7 4:45,0,0,0,-12.4,931.1,54.9,0
2019/1/7 5:00,0,0,0,-12.6,930.9,55.5,0
2019/1/7 5:15,0,0,0,-12.4,931,55.8,0
2019/1/7 5:30,0,0,0,-12,930.9,55.4,0
2019/1/7 5:45,0,0,0,-12.4,930.6,55.8,0
2019/1/7 6:00,0,1,0,-12.6,930.6,56.3,0
2019/1/7 6:15,0,0,0,-12.7,930.6,56.9,0
2019/1/7 6:30,0,0,0,-12.8,930.5,57.6,0
2019/1/7 6:45,0,0,0,-12.7,930.5,57.2,0
2019/1/7 7:00,0,0,0,-12.3,930.7,57.6,0
2019/1/7 7:15,0,0,0,-12.1,930.8,57.7,0
2019/1/7 7:30,0,0,0,-12.2,931,57.3,0
2019/1/7 7:45,0,0,0,-11.7,931.2,57.2,0
2019/1/7 8:00,0,1,0,-12.1,931.3,56.5,0
2019/1/7 8:15,0,1,0,-12.6,931.2,58.1,0
2019/1/7 8:30,0,1,0,-12.5,931.4,57.9,0
2019/1/7 8:45,0,1,0,-12.7,931.4,58.3,0
2019/1/7 9:00,1,1,0,-12.8,931.6,58.7,0
2019/1/7 9:15,9,1,5,-12.8,931.7,59.2,0.14
2019/1/7 9:30,72,26,17,-12.9,931.6,59.4,1.08
2019/1/7 9:45,96,44,31,-13,931.5,59.8,3.24
2019/1/7 10:00,285,85,49,-13,931.4,59.3,5.63
2019/1/7 10:15,382,104,68,-12.1,931.3,57.7,10.05
2019/1/7 10:30,486,122,90,-12,931.2,56.6,17.43
2019/1/7 10:45,563,101,113,-11.8,931,55.3,22.52
2019/1/7 11:00,623,103,136,-11.4,930.8,55.2,25.97
2019/1/7 11:15,673,102,161,-10.7,930.7,52.8,28.95
2019/1/7 11:30,716,100,186,-9.6,930.5,51,31.45
2019/1/7 11:45,760,99,213,-8.7,930.3,48.7,33.68
2019/1/7 12:00,802,94,240,-8.4,930,47.6,35.45
2019/1/7 12:15,837,86,265,-7.4,929.8,46,36.77
2019/1/7 12:30,866,77,286,-6.8,929.6,43.5,38.02
2019/1/7 12:45,886,68,305,-5.8,929.3,42,38.86
2019/1/7 13:00,910,61,324,-5.7,929,40.5,39.49
2019/1/7 13:15,920,53,336,-5,928.6,39.2,39.87
2019/1/7 13:30,931,46,352,-4,928.3,37.7,40.11
2019/1/7 13:45,934,40,406,-3.7,927.8,37.2,40.18
2019/1/7 14:00,924,33,390,-3.6,927.5,37.6,40.21
2019/1/7 14:15,905,27,335,-3.3,927.5,37,39.88
2019/1/7 14:30,883,23,321,-3.4,927.2,36.8,39.41
2019/1/7 14:45,852,19,303,-3.2,927.1,36.7,38.47
2019/1/7 15:00,814,18,281,-3.1,927.1,35.8,37.22
2019/1/7 15:15,777,17,258,-3.1,926.8,35.8,35.74
2019/1/7 15:30,737,16,234,-3.1,926.8,35.6,34.14
2019/1/7 15:45,689,15,207,-3.3,926.8,35.3,32.09
2019/1/7 16:00,653,14,180,-3.2,927,35.6,29.97
2019/1/7 16:15,615,14,154,-3.6,927,36.3,27.41
2019/1/7 16:30,570,13,128,-3.6,927.1,36.6,24.72
2019/1/7 16:45,522,12,104,-3.5,927.2,37.4,21.23
2019/1/7 17:00,462,11,83,-3.8,927.1,37.9,16.13
2019/1/7 17:15,389,10,65,-3.7,927.2,38,9.4
2019/1/7 17:30,306,10,46,-4.2,927.2,37.8,5.43
2019/1/7 17:45,199,8,28,-4.6,927.1,39.4,2.79
2019/1/7 18:00,102,1,15,-4.9,927.2,39.4,0.92
2019/1/7 18:15,18,15,6,-5.1,927.3,40.5,0.06
2019/1/7 18:30,0,1,0,-5.5,927.4,40.5,0
2019/1/7 18:45,0,1,0,-5.8,927.4,41.5,0
2019/1/7 19:00,0,0,0,-5.8,927.5,42.1,0
2019/1/7 19:15,0,1,0,-6.1,927.5,42.2,0
2019/1/7 19:30,0,0,0,-6.3,927.6,42.4,0
2019/1/7 19:45,0,0,0,-6.2,927.7,43.3,0
2019/1/7 20:00,0,1,0,-6.4,927.6,42.6,0
2019/1/7 20:15,0,1,0,-6.7,927.7,43.1,0
2019/1/7 20:30,0,0,0,-7,927.7,44.8,0
2019/1/7 20:45,0,0,0,-7.2,927.7,45.5,0
2019/1/7 21:00,0,0,0,-6.9,927.8,45.3,0
2019/1/7 21:15,0,0,0,-6.9,927.7,45.7,0
2019/1/7 21:30,0,1,0,-7.1,927.8,46.4,0
2019/1/7 21:45,0,0,0,-7.3,927.6,46.6,0
2019/1/7 22:00,0,0,0,-7.3,927.7,47.1,0
2019/1/7 22:15,0,0,0,-7.1,927.5,47,0
2019/1/7 22:30,0,0,0,-7.1,927.4,46.1,0
2019/1/7 22:45,0,1,0,-7.1,927.4,45.3,0
2019/1/7 23:00,0,0,0,-7.9,927.3,47.3,0
2019/1/7 23:15,0,0,0,-8,927.3,48.7,0
2019/1/7 23:30,0,0,0,-8.8,927,50.2,0
2019/1/7 23:45,0,1,0,-8.5,926.9,50,0
2019/1/8 0:00,0,1,0,-9.7,926.8,51.3,0
2019/1/8 0:15,0,0,0,-9.8,926.7,53.3,0
2019/1/8 0:30,0,0,0,-9.7,926.6,52.2,0
2019/1/8 0:45,0,2,0,-10.6,926.3,53.2,0
2019/1/8 1:00,0,1,0,-11,926.1,54.9,0
2019/1/8 1:15,0,0,0,-11,925.9,57.8,0
2019/1/8 1:30,0,0,0,-10.2,925.7,55.3,0
2019/1/8 1:45,0,1,0,-10.8,925.5,56.6,0
2019/1/8 2:00,0,0,0,-10.3,925.4,56.7,0
2019/1/8 2:15,0,3,0,-12,925.3,57.2,0
2019/1/8 2:30,0,1,0,-11.3,925.3,58.2,0
2019/1/8 2:45,0,0,0,-11.9,925.2,59.8,0
2019/1/8 3:00,0,1,0,-12.1,925.2,58.7,0
2019/1/8 3:15,0,1,0,-11.7,925.1,59.2,0
2019/1/8 3:30,0,0,0,-10.5,925,58.7,0
2019/1/8 3:45,0,1,0,-11.4,925.1,59,0
2019/1/8 4:00,0,1,0,-11.7,924.9,59.3,0
2019/1/8 4:15,0,0,0,-11.1,924.8,59.7,0
2019/1/8 4:30,0,0,0,-10.2,924.7,59.2,0
2019/1/8 4:45,0,0,0,-9.6,924.6,57.4,0
2019/1/8 5:00,0,1,0,-9.9,924.3,56.4,0
2019/1/8 5:15,0,0,0,-10,924.2,56.4,0
2019/1/8 5:30,0,1,0,-10.9,924,56.9,0
2019/1/8 5:45,0,0,0,-10.9,924,58,0
2019/1/8 6:00,0,1,0,-11.7,923.9,58.9,0
2019/1/8 6:15,0,0,0,-10.9,923.8,60,0
2019/1/8 6:30,0,0,0,-10.7,923.6,58.9,0
2019/1/8 6:45,0,1,0,-11.1,923.6,58.5,0
2019/1/8 7:00,0,0,0,-11.5,923.5,60.1,0
2019/1/8 7:15,0,1,0,-11.8,923.5,60.4,0
2019/1/8 7:30,0,0,0,-11.2,923.5,60.7,0
2019/1/8 7:45,0,1,0,-11.2,923.4,59.9,0
2019/1/8 8:00,0,0,0,-10.6,923.5,60.1,0
2019/1/8 8:15,0,0,0,-10.6,923.3,59.7,0
2019/1/8 8:30,0,0,0,-11.5,923.3,59.5,0
2019/1/8 8:45,0,1,0,-12.4,923.2,60.4,0
2019/1/8 9:00,1,2,1,-13.6,923.4,61.4,0
2019/1/8 9:15,17,10,7,-14.2,923.5,62.6,0.24
2019/1/8 9:30,101,117,16,-12.8,923.7,62.2,1.34
2019/1/8 9:45,156,231,27,-12.7,923.6,60.3,3.98
2019/1/8 10:00,310,335,39,-12.5,923.4,59,6.43
2019/1/8 10:15,408,410,51,-11.7,923.3,58.4,11.57
2019/1/8 10:30,490,468,64,-11,923,56.5,18.81
2019/1/8 10:45,562,520,78,-10.3,922.7,54.7,22.95
2019/1/8 11:00,617,560,92,-9.7,922.6,51.4,25.94
2019/1/8 11:15,664,592,108,-9.2,922.3,53,28.64
2019/1/8 11:30,705,621,124,-8,922,50.2,31.03
2019/1/8 11:45,745,651,140,-7.2,922,47.5,32.95
2019/1/8 12:00,782,674,154,-5.5,921.6,43.3,34.71
2019/1/8 12:15,818,696,172,-5.5,921.3,41.8,36.18
2019/1/8 12:30,853,712,192,-5.6,921.2,42.4,37.59
2019/1/8 12:45,884,723,209,-5.5,920.8,42.7,38.75
2019/1/8 13:00,910,734,226,-6.1,920.7,44.1,39.69
2019/1/8 13:15,928,744,239,-5.6,920.7,43.3,40.27
2019/1/8 13:30,946,760,256,-5.7,920.4,42.5,40.8
2019/1/8 13:45,953,769,314,-5.8,920.3,42.1,40.97
2019/1/8 14:00,949,780,308,-5.6,920.3,41.6,40.86
2019/1/8 14:15,936,786,260,-4.9,920.1,40.4,40.46
2019/1/8 14:30,913,783,252,-5.1,919.9,39.3,39.12
2019/1/8 14:45,801,656,230,-4.6,919.9,37.8,35.74
2019/1/8 15:00,817,708,236,-4.4,919.9,35.9,36.05
2019/1/8 15:15,834,744,244,-4.1,919.6,35.3,36.19
2019/1/8 15:30,763,740,199,-4.2,919.5,34.4,34.35
2019/1/8 15:45,713,716,179,-4.3,919.7,34.8,32.34
2019/1/8 16:00,673,693,159,-3.9,919.6,33.9,29.7
2019/1/8 16:15,483,324,114,-4,919.6,34.6,26.81
2019/1/8 16:30,568,428,117,-3.7,919.5,34,24.01
2019/1/8 16:45,527,529,108,-3.7,919.6,33.7,16.32
2019/1/8 17:00,243,150,80,-3.9,919.5,33.9,7.21
2019/1/8 17:15,297,241,69,-3.9,919.6,34.5,6.27
2019/1/8 17:30,148,132,46,-4.3,919.8,35.6,3.35
2019/1/8 17:45,57,19,22,-4.5,920,35.5,1.47
2019/1/8 18:00,50,43,13,-4.6,920.1,35.9,0.62
2019/1/8 18:15,13,9,5,-4.9,920.3,36,0.04
2019/1/8 18:30,0,1,0,-4.9,920.4,36.4,0
2019/1/8 18:45,0,0,0,-5.4,920.4,37.5,0
2019/1/8 19:00,0,1,0,-6.4,920.5,39.4,0
2019/1/8 19:15,0,0,0,-6.7,920.8,40.9,0
2019/1/8 19:30,0,0,0,-7.1,920.9,42.3,0
2019/1/8 19:45,0,1,0,-7.7,921.1,43.3,0
2019/1/8 20:00,0,0,0,-7.3,921.2,43.1,0
2019/1/8 20:15,0,0,0,-7.2,921.1,42.2,0
2019/1/8 20:30,0,0,0,-7,921.4,42.1,0
2019/1/8 20:45,0,1,0,-7.3,921.4,42.6,0
2019/1/8 21:00,0,1,0,-7.4,921.3,43.6,0
2019/1/8 21:15,0,0,0,-7.4,921.4,43.6,0
2019/1/8 21:30,0,0,0,-7.5,921.3,43.8,0
2019/1/8 21:45,0,1,0,-8.9,921.4,45.2,0
2019/1/8 22:00,0,1,0,-8.2,921.1,45.4,0
2019/1/8 22:15,0,1,0,-8.4,921,46.2,0
2019/1/8 22:30,0,0,0,-8.2,921,45.7,0
2019/1/8 22:45,0,0,0,-8.2,921.2,45.8,0
2019/1/8 23:00,0,0,0,-8,921,46,0
2019/1/8 23:15,0,0,0,-8.3,921,46.8,0
2019/1/8 23:30,0,1,0,-8.5,920.9,46.7,0
2019/1/8 23:45,0,0,0,-7.9,920.8,46.1,0
2019/1/9 0:00,0,1,0,-8.7,921,48.3,0
2019/1/9 0:15,0,1,0,-9.5,921,49.4,0
2019/1/9 0:30,0,1,0,-9.9,921.3,51.4,0
2019/1/9 0:45,0,0,0,-10,921.1,52.2,0
2019/1/9 1:00,0,0,0,-9.2,921.3,51.9,0
2019/1/9 1:15,0,0,0,-9.4,921.3,51.5,0
2019/1/9 1:30,0,1,0,-10.6,921.3,52.9,0
2019/1/9 1:45,0,1,0,-11.1,921.2,54.3,0
2019/1/9 2:00,0,0,0,-10.5,921.3,54.4,0
2019/1/9 2:15,0,1,0,-10.4,921.3,53.2,0
2019/1/9 2:30,0,1,0,-10.8,921.4,53.9,0
2019/1/9 2:45,0,0,0,-10.9,921.4,55,0
2019/1/9 3:00,0,0,0,-11.2,921.5,55.5,0
2019/1/9 3:15,0,1,0,-11.8,921.6,56.4,0
2019/1/9 3:30,0,1,0,-11.9,921.9,56.9,0
2019/1/9 3:45,0,0,0,-12.1,922,58.2,0
2019/1/9 4:00,0,0,0,-11.2,922.1,57.8,0
2019/1/9 4:15,0,0,0,-11.4,922.3,57.5,0
2019/1/9 4:30,0,0,0,-11.3,922.3,58.6,0
2019/1/9 4:45,0,0,0,-11.2,922.3,58,0
2019/1/9 5:00,0,1,0,-11.4,922.4,58.6,0
2019/1/9 5:15,0,0,0,-11.3,922.4,59.1,0
2019/1/9 5:30,0,0,0,-11.5,922.4,59.9,0
2019/1/9 5:45,0,0,0,-11.2,922.6,58.3,0
2019/1/9 6:00,0,0,0,-11.3,922.6,58.5,0
2019/1/9 6:15,0,1,0,-11.7,922.7,59.2,0
2019/1/9 6:30,0,1,0,-11.9,922.7,60.1,0
2019/1/9 6:45,0,1,0,-11.7,923,59.7,0
2019/1/9 7:00,0,0,0,-11.3,923.1,60.1,0
2019/1/9 7:15,0,1,0,-11.4,923.3,58.8,0
2019/1/9 7:30,0,1,0,-11.7,923.3,59.6,0
2019/1/9 7:45,0,0,0,-11.8,923.5,59.9,0
2019/1/9 8:00,0,0,0,-11.7,923.6,59.8,0
2019/1/9 8:15,0,0,0,-11.2,923.8,59.3,0
2019/1/9 8:30,0,0,0,-11.3,923.8,58.6,0
2019/1/9 8:45,0,0,0,-11.5,923.8,58.8,0
2019/1/9 9:00,1,0,0,-11.2,924.1,58.5,0
2019/1/9 9:15,8,1,5,-11.5,924.3,58.4,0.09
2019/1/9 9:30,33,9,16,-11.6,924.4,59.4,0.8
2019/1/9 9:45,69,30,25,-11.2,924.6,58.4,1.64
2019/1/9 10:00,112,44,38,-10.7,924.7,57.2,3.67
2019/1/9 10:15,313,247,56,-10.4,924.7,56.3,8.93
2019/1/9 10:30,408,311,70,-10.1,924.6,55.4,15.5
2019/1/9 10:45,476,351,81,-9.6,924.6,55.1,19.82
2019/1/9 11:00,551,403,95,-8.9,924.4,53.3,22.81
2019/1/9 11:15,594,427,108,-7.8,924.4,51.1,25.59
2019/1/9 11:30,607,424,116,-6.6,924.3,47.8,23.79
2019/1/9 11:45,674,468,134,-5.5,924.1,44.5,19.43
2019/1/9 12:00,728,503,148,-4.8,923.9,42.2,17.33
2019/1/9 12:15,759,515,161,-5,923.9,40.8,14.87
2019/1/9 12:30,788,522,175,-4.6,923.8,39.9,12.94
2019/1/9 12:45,819,536,186,-4.1,923.6,38.5,11.43
2019/1/9 13:00,839,549,194,-3.3,923.4,37.6,11.25
2019/1/9 13:15,862,562,204,-3.2,923.2,36.8,11.78
2019/1/9 13:30,875,576,217,-3,923.1,36.6,12.86
2019/1/9 13:45,875,575,258,-2.9,922.9,36.5,14.25
2019/1/9 14:00,875,582,256,-3.4,922.9,36.8,16.25
2019/1/9 14:15,866,586,224,-4.3,922.9,38.9,16.42
2019/1/9 14:30,841,578,218,-4.3,923,38.9,15.37
2019/1/9 14:45,811,567,212,-4,923,37.2,14.81
2019/1/9 15:00,761,546,199,-3.9,923,38.3,14.77
2019/1/9 15:15,738,560,189,-4,923,36.8,15.71
2019/1/9 15:30,695,544,175,-3.2,922.9,35.9,18.35
2019/1/9 15:45,658,543,162,-3.2,922.9,34.2,21.16
2019/1/9 16:00,616,521,147,-2.9,922.8,34.4,22.83
2019/1/9 16:15,562,327,127,-2.3,922.8,33.2,23.25
2019/1/9 16:30,508,309,109,-3.4,923.1,34.3,21.1
2019/1/9 16:45,443,277,92,-3.6,923,34.6,17.38
2019/1/9 17:00,375,255,77,-3.8,923.3,34.9,13.02
2019/1/9 17:15,311,226,63,-4.1,923.3,35.9,8.31
2019/1/9 17:30,230,192,48,-4.4,923.4,36.5,4.73
2019/1/9 17:45,147,118,33,-4.7,923.7,37.5,2.65
2019/1/9 18:00,66,42,19,-5,923.9,38,1.14
2019/1/9 18:15,15,3,7,-5.6,924,39.6,0.11
2019/1/9 18:30,1,1,0,-5.9,924.2,40.9,0
2019/1/9 18:45,0,1,0,-6,924.6,41.2,0
2019/1/9 19:00,0,1,0,-6.2,924.8,41.7,0
2019/1/9 19:15,0,0,0,-6.4,925,42.3,0
2019/1/9 19:30,0,1,0,-6.4,925.2,42.6,0
2019/1/9 19:45,0,1,0,-6.7,925.3,43,0
2019/1/9 20:00,0,0,0,-6.6,925.4,43.1,0
2019/1/9 20:15,0,0,0,-6.4,925.5,42.4,0
2019/1/9 20:30,0,1,0,-7.1,925.6,43,0
2019/1/9 20:45,0,0,0,-7.1,925.7,43.9,0
2019/1/9 21:00,0,1,0,-7.7,925.7,44.6,0
2019/1/9 21:15,0,0,0,-7.9,925.9,45.7,0
2019/1/9 21:30,0,1,0,-8.4,926,47.2,0
2019/1/9 21:45,0,0,0,-8.3,926.1,47.3,0
2019/1/9 22:00,0,0,0,-8.7,926,47.4,0
2019/1/9 22:15,0,0,0,-8.7,926,48.6,0
2019/1/9 22:30,0,0,0,-8.6,926,48.2,0
2019/1/9 22:45,0,1,0,-8.8,925.9,47.9,0
2019/1/9 23:00,0,0,0,-9.1,925.9,49,0
2019/1/9 23:15,0,0,0,-9.5,925.9,49.7,0
2019/1/9 23:30,0,0,0,-9.7,926,50.6,0
